Timestamp,Hashrate,Addresses,Supply,Trx_Fee,Daily_Trx
2012-09-25,332136751,2836,10774949.9999983,96.4794188861985,916
2012-09-26,345666459,2754,10816616.666664965,72.7834482758621,1088
2012-09-27,305797929,2402,10833283.333331633,36.8108490566038,754
2012-09-28,315245885,3093,10866616.666664965,59.7715909090909,985
2012-09-29,334463074,2539,10883283.333331633,41,910
2012-09-30,327176725,2686,10924949.9999983,53.7943037974684,955
2012-10-01,331677786,2721,10966616.666664965,41.2603773584906,852
2012-10-02,343735181,2812,10983283.333331633,59.1787934186472,1051
2012-10-03,358505438,2764,11016616.666664965,165.536603773585,988
2012-10-04,369449727,2459,11033283.333331633,27.8411053540587,775
2012-10-05,399320297,3107,11074949.9999983,57.4987654320988,1022
2012-10-06,408925147,2668,11116616.666664965,76.728280961183,1186
2012-10-07,383977031,2865,11133283.333331633,71.8974545454546,1063
2012-10-08,376091308,2850,11174949.9999983,69.4064347826087,1053
2012-10-09,417201127,3575,11216616.666664965,130.813777777778,1541
2012-10-10,440097528,3243,11233283.333331633,92.4375,1440
2012-10-11,461286706,3057,11274949.9999983,75.0893285371703,1255
2012-10-12,563405601,4531,11316616.666664965,164.997637795276,1791
2012-10-13,646066151,3435,11333283.333331633,83.2258600237248,1406
2012-10-14,682549812,3913,11374949.9999983,132.813223140496,1736
2012-10-15,801434001,4689,11424949.9999983,237.816815144766,2365
2012-10-16,659597466,4605,11466616.666664965,257.964686098655,2571
2012-10-17,601740327,3187,11483283.333331633,99.9357541899441,1345
2012-10-18,567269681,3936,11516616.666664965,110.65788876277,1417
2012-10-19,572114616,2861,11533283.333331633,90.7925925925926,1190
2012-10-20,472679108,2632,11566616.666664965,70.4076923076923,1017
2012-10-21,506752579,2784,11583283.333331633,94.8759079903148,1161
2012-10-22,518309827,3529,11616616.666664965,96.1450789793439,1254
2012-10-23,622444073,3912,11633283.333331633,124.202482269504,1873
2012-10-24,692952160,3508,11674949.9999983,86.0439340400471,1321
2012-10-25,687113178,2904,11716616.666664965,50.2223484848485,987
2012-10-26,561877906,2828,11733283.333331633,82.6401076716016,1066
2012-10-27,588560755,2622,11766616.666664965,64.1083333333333,1029
2012-10-28,551917570,2331,11783283.333331633,59.7395077720207,947
2012-10-29,545900168,3201,11816616.666664965,70.9071989528796,1077
2012-10-30,605084285,2814,11833283.333331633,68.376833976834,1128
2012-10-31,641951369,2782,11866616.666664965,66.4911392405063,1072
2012-11-01,676068520,2845,11883283.333331633,66.472819216182,1100
2012-11-02,658063113,2716,11924949.9999983,42.3228791773779,1042
2012-11-03,756937508,3553,11966616.666664965,98.3062256809338,1623
2012-11-04,806116153,2993,11983283.333331633,63.9036144578313,1170
2012-11-05,793577278,3448,12024949.9999983,81.3472144846797,1143
2012-11-06,695596397,2529,12066616.666664965,40.3852702702703,931
2012-11-07,632870963,2979,12083283.333331633,52.0327868852459,1058
2012-11-08,546395193,2254,12116616.666664965,49.277166437414,855
2012-11-09,539611756,2363,12133283.333331633,37.051040221914,873
2012-11-10,516931801,2497,12166616.666664965,56.7239160839161,1032
2012-11-11,528301379,2593,12183283.333331633,60.346,1001
2012-11-12,527228916,2576,12216616.666664965,52.8660740740741,994
2012-11-13,520505014,3195,12233283.333331633,52.7771641791045,1137
2012-11-14,601482140,2730,12266616.666664965,43.1197657393851,1037
2012-11-15,633935367,3538,12283283.333331633,56.2900302114804,1096
2012-11-16,648270098,2988,12324949.9999983,72.0561797752809,1166
2012-11-17,531670292,3407,12362449.9999983,53.1953020134228,938
2012-11-18,511826441,2206,12374949.9999983,32.4883720930233,770
2012-11-19,520308821,2589,12387449.9999983,37.0746268656716,828
2012-11-20,456832340,2578,12416616.666664965,41.915625,918
2012-11-21,464581253,2733,12433283.333331633,48.3731993299832,989
2012-11-22,510849111,2905,12474949.9999983,59.9158496732026,1243
2012-11-23,497072470,2599,12516616.666664965,56.9163636363636,946
2012-11-24,515064817,3031,12533283.333331633,58.3401294498382,1274
2012-11-25,558811919,3237,12566616.666664965,59.0809061488673,1141
2012-11-26,606301552,2821,12583283.333331633,69.4990196078431,1066
2012-11-27,614675566,2770,12624949.9999983,36.3546925566343,952
2012-11-28,612306998,2965,12666616.666664965,46.7719083969466,1102
2012-11-29,974369339,4114,12683283.333331633,67.4771117166213,1702
2012-11-30,1263322100,4037,12724949.9999983,77.6618453865337,1622
2012-12-01,1497826651,3490,12774949.9999983,75.2419393939394,1414
2012-12-02,1136787024,2072,12824949.9997483,49.4549627791563,771
2012-12-03,640380590,1601,12862449.9744983,47.2253263707572,638
2012-12-04,670306794,2008,12874949.9494983,40.9903014416776,778
2012-12-05,745240372,2934,12887449.924498301,59.6238031914894,693
2012-12-06,733567601,1686,12916616.4994983,25.6313953488372,603
2012-12-07,739812188,2510,12933283.0994983,42.7392131979695,965
2012-12-08,1140374947,3675,12974949.649498299,70.2186287192756,1630
2012-12-09,1370798563,4480,13016616.266164966,136.293693693694,2258
2012-12-10,1045429868,3068,13033282.932831634,96.9347826086956,1274
2012-12-11,684278999,2206,13062443.3494983,32.4149746192893,623
2012-12-12,720305172,1796,13074937.0994983,35.5826850690088,646
2012-12-13,698696814,1873,13087430.8494983,34.2296954314721,666
2012-12-14,715398940,2179,13116591.132664967,62.04,846
2012-12-15,692114436,2758,13133257.665831633,52.2286451612903,1068
2012-12-16,1174443695,3494,13174924.148998301,51.1589743589744,1376
2012-12-17,1488249753,2887,13216590.765664967,46.897001303781,1090
2012-12-18,926291507,1869,13233257.432331635,32.1506527415144,686
2012-12-19,791661349,1762,13262424.0739983,35.067018469657,592
2012-12-20,800528604,1978,13274924.0489983,41.4071146245059,810
2012-12-21,824577808,2275,13287424.023998301,50.7568270481144,820
2012-12-22,720055894,2183,13316590.5319983,34.7674418604651,690
2012-12-23,950133398,3042,13333257.0649983,47.1728104575163,1142
2012-12-24,1186456231,3095,13374923.547748301,35.1866666666667,1131
2012-12-25,1328004811,2342,13416590.1639983,40.4345953002611,903
2012-12-26,983094319,2045,13433256.8304983,33.85,677
2012-12-27,816579647,1873,13466590.163664967,54.9186754966887,654
2012-12-28,830421492,1661,13483256.830331635,25.1711409395973,577
2012-12-29,851841400,1765,13516590.163664967,27.3451612903226,588
2012-12-30,836422209,2235,13533256.830331635,41.198489010989,775
2012-12-31,990697037,2280,13574923.4969983,36.0550420168067,807
2013-01-01,1031181844,2213,13616590.130331634,25.9772727272727,635
2013-01-02,1008785852,1826,13633256.763664968,20.3940256045519,590
2013-01-03,765576040,2113,13666590.030331634,45.1550497866287,620
2013-01-04,885373973,1867,13683256.663664967,26.859375,573
2013-01-05,687279835,1860,13712423.2969983,57.7529329608939,679
2013-01-06,545309915,2461,13724923.2969983,57.2497948016416,1006
2013-01-07,776736172,2598,13737423.2969983,38.7037037037037,990
2013-01-08,817978890,2381,13774923.2969983,59.0297783933518,861
2013-01-09,878662624,2651,13816589.930331632,44.2759776536313,952
2013-01-10,782524999,2701,13833256.563664967,56.7864406779661,1047
2013-01-11,702854978,2570,13866589.863664966,155.78386167147,974
2013-01-12,645287486,2156,13883256.530331634,48.6909090909091,824
2013-01-13,663888402,2414,13916589.830331633,77.3286585365854,756
2013-01-14,683676816,2892,13933256.463664968,64.896,1248
2013-01-15,811267739,2633,13974923.0969983,36.3,979
2013-01-16,786931144,2402,14016589.730331633,46.0145395799677,910
2013-01-17,800781040,2201,14033256.363664968,42.8354066985646,774
2013-01-18,629785506,1968,14066589.5969983,33.2730769230769,633
2013-01-19,535336273,1954,14083256.1969983,52.7557046979866,794
2013-01-20,526866848,2318,14112422.7719983,63.9155866900175,1166
2013-01-21,513226818,1982,14124922.746998299,66.2808510638298,704
2013-01-22,518240305,2860,14137422.7219983,76.2361313868613,1218
2013-01-23,640510381,3270,14174922.5469983,79.4713043478261,1360
2013-01-24,577495181,2937,14216588.9969983,76.2770731707317,1348
2013-01-25,576555386,3906,14233255.5969983,113.2704,1710
2013-01-26,596662962,2584,14266588.7969983,42.68984375,1031
2013-01-27,560245663,2654,14283255.396998301,45.0170542635659,1037
2013-01-28,578224084,3513,14316588.630331634,72.1706161137441,940
2013-01-29,541772729,2719,14333255.263664968,43.3232704402516,1013
2013-01-30,547330658,2902,14366588.4969983,93.5517774343122,1261
2013-01-31,552115298,2704,14383255.0969983,47.9432791728213,966
2013-02-01,533863943,2435,14424921.6969983,34.7650862068966,855
2013-02-02,575504297,2529,14466588.363664966,62.07944606414,957
2013-02-03,587512550,2487,14483255.030331634,41.1646288209607,881
2013-02-04,597221147,2789,14516588.363664966,50.6773962804006,1015
2013-02-05,601614995,2526,14533255.030331634,51.2297450424929,937
2013-02-06,582020520,2679,14574921.496998299,50.1875706214689,1024
2013-02-07,607833467,3176,14616587.930331632,90.8049930651872,1411
2013-02-08,604939899,3682,14633254.563664967,84.5877631578947,1263
2013-02-09,603920176,3773,14666587.830331633,157.880916030534,2008
